Pair_ID,SMILE A,SMILE B
Pair_655,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O
Pair_656,O=C([*])C(C)O[*],OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O
Pair_657,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O
Pair_658,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_659,COC(C(C[*])([*])C)=O,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O
Pair_660,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_661,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]CC(C)(C(OCCO)=O)[*]
Pair_662,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
Pair_663,O=C([*])CCCCCO[*],OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O
Pair_664,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O
Pair_665,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O
Pair_685,O=C(N)C([*])C[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_686,O=C(N)C([*])C[*],[*]NC(CCC([*])=O)C(O)=O
Pair_687,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C(N)C([*])C[*]
Pair_688,O=C(N)C([*])C[*],[*]C(C)(C(OCCN(C)C)=O)C[*]
Pair_689,O=C(N)C([*])C[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_690,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,O=C(N)C([*])C[*]
Pair_691,O=C(N)C([*])C[*],O=C([*])C(C)O[*]
Pair_692,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],O=C(N)C([*])C[*]
Pair_693,O=C(N)C([*])C[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_694,COC(C(C[*])([*])C)=O,O=C(N)C([*])C[*]
Pair_695,O=C(N)C([*])C[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_696,O=C(N)C([*])C[*],[*]CC(C)(C(OCCO)=O)[*]
Pair_697,O=C(N)C([*])C[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
Pair_698,O=C(N)C([*])C[*],O=C([*])CCCCCO[*]
Pair_699,O=C(N)C([*])C[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O
Pair_700,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],O=C(N)C([*])C[*]
Pair_721,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]NC(CCC([*])=O)C(O)=O
Pair_722,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_723,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_724,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_725,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_726,O=C([*])C(C)O[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_727,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_728,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_729,COC(C(C[*])([*])C)=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_730,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_731,[*]CC(C)(C(OCCO)=O)[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_732,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_733,O=C([*])CCCCCO[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_734,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_735,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
Pair_757,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]NC(CCC([*])=O)C(O)=O
Pair_758,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]NC(CCC([*])=O)C(O)=O
Pair_759,[*]NC(CCC([*])=O)C(O)=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_760,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]NC(CCC([*])=O)C(O)=O
Pair_761,O=C([*])C(C)O[*],[*]NC(CCC([*])=O)C(O)=O
Pair_762,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]NC(CCC([*])=O)C(O)=O
Pair_763,[*]NC(CCC([*])=O)C(O)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_764,COC(C(C[*])([*])C)=O,[*]NC(CCC([*])=O)C(O)=O
Pair_765,[*]NC(CCC([*])=O)C(O)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_766,[*]CC(C)(C(OCCO)=O)[*],[*]NC(CCC([*])=O)C(O)=O
Pair_767,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]NC(CCC([*])=O)C(O)=O
Pair_768,O=C([*])CCCCCO[*],[*]NC(CCC([*])=O)C(O)=O
Pair_769,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]NC(CCC([*])=O)C(O)=O
Pair_770,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]NC(CCC([*])=O)C(O)=O
Pair_793,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]C(C)(C(OCCN(C)C)=O)C[*]
Pair_794,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_795,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O
Pair_796,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C([*])C(C)O[*]
Pair_797,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*]
Pair_798,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_799,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,COC(C(C[*])([*])C)=O
Pair_800,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_801,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]CC(C)(C(OCCO)=O)[*]
Pair_802,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
Pair_803,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C([*])CCCCCO[*]
Pair_804,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O
Pair_805,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
Pair_829,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_830,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]C(C)(C(OCCN(C)C)=O)C[*]
Pair_831,O=C([*])C(C)O[*],[*]C(C)(C(OCCN(C)C)=O)C[*]
Pair_832,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]C(C)(C(OCCN(C)C)=O)C[*]
Pair_833,[*]C(C)(C(OCCN(C)C)=O)C[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_834,COC(C(C[*])([*])C)=O,[*]C(C)(C(OCCN(C)C)=O)C[*]
Pair_835,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_836,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]CC(C)(C(OCCO)=O)[*]
Pair_837,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
Pair_838,O=C([*])CCCCCO[*],[*]C(C)(C(OCCN(C)C)=O)C[*]
Pair_839,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C(C)(C(OCCN(C)C)=O)C[*]
Pair_840,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]C(C)(C(OCCN(C)C)=O)C[*]
Pair_865,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_866,O=C([*])C(C)O[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_867,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_868,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_869,COC(C(C[*])([*])C)=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_870,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_871,[*]CC(C)(C(OCCO)=O)[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_872,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_873,O=C([*])CCCCCO[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_874,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_875,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
Pair_901,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,O=C([*])C(C)O[*]
Pair_902,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*]
Pair_903,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_904,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,COC(C(C[*])([*])C)=O
Pair_905,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_906,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]CC(C)(C(OCCO)=O)[*]
Pair_907,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
Pair_908,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,O=C([*])CCCCCO[*]
Pair_909,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O
Pair_910,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
Pair_937,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],O=C([*])C(C)O[*]
Pair_938,O=C([*])C(C)O[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_939,COC(C(C[*])([*])C)=O,O=C([*])C(C)O[*]
Pair_940,O=C([*])C(C)O[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_941,O=C([*])C(C)O[*],[*]CC(C)(C(OCCO)=O)[*]
Pair_942,O=C([*])C(C)O[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
Pair_943,O=C([*])C(C)O[*],O=C([*])CCCCCO[*]
Pair_944,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,O=C([*])C(C)O[*]
Pair_945,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],O=C([*])C(C)O[*]
Pair_973,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_974,COC(C(C[*])([*])C)=O,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*]
Pair_975,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_976,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]CC(C)(C(OCCO)=O)[*]
Pair_977,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
Pair_978,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],O=C([*])CCCCCO[*]
Pair_979,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O
Pair_980,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
Pair_1009,COC(C(C[*])([*])C)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_1010,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_1011,[*]CC(C)(C(OCCO)=O)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_1012,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_1013,O=C([*])CCCCCO[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_1014,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_1015,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
Pair_1045,COC(C(C[*])([*])C)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_1046,COC(C(C[*])([*])C)=O,[*]CC(C)(C(OCCO)=O)[*]
Pair_1047,COC(C(C[*])([*])C)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
Pair_1048,COC(C(C[*])([*])C)=O,O=C([*])CCCCCO[*]
Pair_1049,COC(C(C[*])([*])C)=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O
Pair_1050,COC(C(C[*])([*])C)=O,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
Pair_1081,[*]CC(C)(C(OCCO)=O)[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_1082,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_1083,O=C([*])CCCCCO[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_1084,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_1085,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
Pair_1117,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(C)(C(OCCO)=O)[*]
Pair_1118,O=C([*])CCCCCO[*],[*]CC(C)(C(OCCO)=O)[*]
Pair_1119,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]CC(C)(C(OCCO)=O)[*]
Pair_1120,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]CC(C)(C(OCCO)=O)[*]
Pair_1153,O=C([*])CCCCCO[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
Pair_1154,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
Pair_1155,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
Pair_1189,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,O=C([*])CCCCCO[*]
Pair_1190,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],O=C([*])CCCCCO[*]
Pair_1225,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O
